competition,event,race,code,position,nationality,time,crew
2012 World Rowing Championships,JM2-,Junior Men's Pair - Heat,H4,1,HUN,06:56.2,"VANCSURA, Balazs Bendeguz; CSANYI, Peter"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Heat,H4,2,FRA,06:59.4,"STENDER, Quentin; AMPE, Guillaume"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Heat,H4,3,ESP,07:01.7,"ROMERO GARCIA, Alvaro; CASIELLES URBANO, Julio"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Heat,H4,4,GBR,07:05.7,"TARRANT, Elliot; MITCHELL, Ryan"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Heat,H4,5,USA,07:07.9,"GOODMAN, Nathaniel; MURPHY, Justin"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Final,FA,1,ROU,06:47.7,"ANICULESEI, Neculai; MARIUC, Dumitru"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Final,FA,2,GRE,06:49.5,"KOUSKOURIDAS, Michail; TSIALIOS, Athanasios"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Final,FA,3,SRB,06:51.0,"LONCAREVIC, Igor; SLJUKIC, Andrija"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Final,FA,4,GER,06:52.0,"BERNHARD, Jan; JOHANNESEN, Torben"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Final,FA,5,CZE,06:53.8,"HUMPOLEC, Michael; NOVY, Michal"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Final,FA,6,HUN,06:57.1,"VANCSURA, Balazs Bendeguz; CSANYI, Peter"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Final,FB,1,IRL,06:47.9,"BLACK, Christopher; CASSELLS, Joel"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Final,FB,2,CRO,06:49.8,"TOMIC, Gabriel; ANZULOVIC, Lovro"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Final,FB,3,POL,06:51.0,"KRAWITOWSKI, Damian; ZAPOROWSKI, Michal"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Final,FB,4,FRA,06:54.8,"STENDER, Quentin; AMPE, Guillaume"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Final,FB,5,BEL,06:56.9,"VANDENDRIESSCHE, Keanu; LAMBREGT, Lukas"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Final,FB,6,USA,06:57.8,"GOODMAN, Nathaniel; MURPHY, Justin"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Final,FC,1,ESP,07:01.9,"ROMERO GARCIA, Alvaro; CASIELLES URBANO, Julio"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Final,FC,2,GBR,07:05.9,"TARRANT, Elliot; MITCHELL, Ryan"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Final,FC,3,RSA,07:06.7,"NEL, Laurence; ODGERS, Jamie"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Final,FC,4,UKR,07:07.3,"CHERKASHYN, Andrii; DZYHYREI, Rostyslav"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Final,FC,5,CHI,07:08.2,"GRECO VELASQUEZ, Luciano; LEIVA JARAMILLO, Sebastian"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Final,FC,6,SWE,07:08.4,"NILSSON, Filip; SVENSSON, Oskar"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Final,FD,1,BRA,07:16.6,"MENDES, Francisco; SARTORI JUNIOR, Altenir"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Final,FD,2,EST,07:21.5,"THOMSON, Karl-Henry; VILUMAA, Priidik"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Final,FD,3,MDA,07:30.5,"JANDIC, Alexei; PERENDISLI, Maxim"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Repechage,R1,1,FRA,07:00.1,"STENDER, Quentin; AMPE, Guillaume"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Repechage,R1,2,POL,07:01.1,"KRAWITOWSKI, Damian; ZAPOROWSKI, Michal"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Repechage,R1,3,BRA,07:05.9,"MENDES, Francisco; SARTORI JUNIOR, Altenir"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Repechage,R1,4,SWE,07:08.2,"NILSSON, Filip; SVENSSON, Oskar"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Repechage,R2,1,GER,06:55.8,"BERNHARD, Jan; JOHANNESEN, Torben"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Repechage,R2,2,USA,07:04.8,"GOODMAN, Nathaniel; MURPHY, Justin"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Repechage,R2,3,RSA,07:07.6,"NEL, Laurence; ODGERS, Jamie"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Repechage,R2,4,CHI,07:14.1,"GRECO VELASQUEZ, Luciano; LEIVA JARAMILLO, Sebastian"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Repechage,R3,1,CRO,07:00.1,"TOMIC, Gabriel; ANZULOVIC, Lovro"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Repechage,R3,2,BEL,07:02.6,"VANDENDRIESSCHE, Keanu; LAMBREGT, Lukas"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Repechage,R3,3,GBR,07:03.3,"TARRANT, Elliot; MITCHELL, Ryan"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Repechage,R3,4,EST,07:13.5,"THOMSON, Karl-Henry; VILUMAA, Priidik"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Repechage,R3,5,MDA,07:26.1,"JANDIC, Alexei; PERENDISLI, Maxim"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Repechage,R4,1,IRL,06:53.1,"BLACK, Christopher; CASSELLS, Joel"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Repechage,R4,2,CZE,06:53.6,"HUMPOLEC, Michael; NOVY, Michal"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Repechage,R4,3,ESP,06:56.8,"ROMERO GARCIA, Alvaro; CASIELLES URBANO, Julio"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Repechage,R4,4,UKR,07:19.3,"CHERKASHYN, Andrii; DZYHYREI, Rostyslav"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Repechage,R4,5,DEN,07:28.8,"TAULBJERG, Frederik; FISCHER, Mads"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Semifinal,SA/B 1,1,ROU,06:43.2,"ANICULESEI, Neculai; MARIUC, Dumitru"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Semifinal,SA/B 1,2,GER,06:45.4,"BERNHARD, Jan; JOHANNESEN, Torben"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Semifinal,SA/B 1,3,GRE,06:46.7,"KOUSKOURIDAS, Michail; TSIALIOS, Athanasios"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Semifinal,SA/B 1,4,IRL,06:50.7,"BLACK, Christopher; CASSELLS, Joel"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Semifinal,SA/B 1,5,POL,06:57.7,"KRAWITOWSKI, Damian; ZAPOROWSKI, Michal"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Semifinal,SA/B 1,6,BEL,07:49.4,"VANDENDRIESSCHE, Keanu; LAMBREGT, Lukas"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Semifinal,SA/B 2,1,HUN,06:46.8,"VANCSURA, Balazs Bendeguz; CSANYI, Peter"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Semifinal,SA/B 2,2,SRB,06:47.1,"LONCAREVIC, Igor; SLJUKIC, Andrija"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Semifinal,SA/B 2,3,CZE,06:48.4,"HUMPOLEC, Michael; NOVY, Michal"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Semifinal,SA/B 2,4,CRO,06:49.5,"TOMIC, Gabriel; ANZULOVIC, Lovro"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Semifinal,SA/B 2,5,FRA,06:58.5,"STENDER, Quentin; AMPE, Guillaume"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Semifinal,SA/B 2,6,USA,07:08.0,"GOODMAN, Nathaniel; MURPHY, Justin"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Semifinal,SC/D 1,1,GBR,07:12.9,"TARRANT, Elliot; MITCHELL, Ryan"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Semifinal,SC/D 1,2,CHI,07:14.3,"GRECO VELASQUEZ, Luciano; LEIVA JARAMILLO, Sebastian"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Semifinal,SC/D 1,3,UKR,07:14.5,"CHERKASHYN, Andrii; DZYHYREI, Rostyslav"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Semifinal,SC/D 1,4,BRA,07:14.5,"MENDES, Francisco; SARTORI JUNIOR, Altenir"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Semifinal,SC/D 1,5,MDA,07:26.9,"JANDIC, Alexei; PERENDISLI, Maxim"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Semifinal,SC/D 2,1,ESP,07:13.5,"ROMERO GARCIA, Alvaro; CASIELLES URBANO, Julio"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Semifinal,SC/D 2,2,SWE,07:15.7,"NILSSON, Filip; SVENSSON, Oskar"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Semifinal,SC/D 2,3,RSA,07:16.3,"NEL, Laurence; ODGERS, Jamie"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Semifinal,SC/D 2,4,EST,07:18.4,"THOMSON, Karl-Henry; VILUMAA, Priidik"
2012 World Rowing Championships,JM2-,Junior Men's Pair - Semifinal,SC/D 2,0,DEN,00:00.0,"TAULBJERG, Frederik; FISCHER, Mads"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H1,1,ROU,06:02.1,"ENACHE, Mn-Florian; BOCANCEA, Nicu-Ionut; COLCEAG, Laurentiu-Mn; BUZNEAN, Florin-Aurelian"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H1,2,NZL,06:02.6,"CRAMPTON, Russell; CRAMPTON, Cameron; MCCAFFREY, Corey; MACKENZIE-MOL, Mitchell"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H1,3,GBR,06:08.3,"RUDKIN, James; BARRAS, Thomas; KNIGHT, Oliver; DEVEREUX, Sebastian"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H1,4,SLO,06:22.0,"SVEGELJ, Gal; BUTINAR, Ptah; PREGARC, Matej; PUGELJ, Vid"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H1,5,BUL,06:34.6,"GEORGIEV, Daniel; TODOROV, Hristo; CHOLEV, Dimitar; VALCHEV, Kostantin"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H2,1,UKR,06:04.8,"MAZUR, Mykila; GAVRYLYUK, Vladyslav; VERTELETSKYI, Heorhii; MATVIYCHUK, Roman"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H2,2,RUS,06:06.2,"ANDRIANOV, Roman; FILATOV, Vitalii; KOPYCHKO, Vladislav; SHVEDOV, Vladimir"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H2,3,RSA,06:08.6,"HUSBAND, Oliver; DE VILLIERS, Robin; SOTSAKA, Katlego; MILLER, Devon"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H2,4,NED,06:12.5,"KLOMP, Daan; VAN GENNEP, Jort; KEIJSER, Amos; WIERSMA, Abe"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H2,5,POR,06:35.0,"COSTA, Tiago; MENDES, Thomas; CABETE, Joel; MATIAS ALVES PINHEIRO, Duarte"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H3,1,LAT,06:08.0,"REITMANIS, Klavs; NIEDZVIEDZIS, Janis Igo; BALCUNS, Janis; PUTNINS, Martins"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H3,2,POL,06:10.8,"DOMINICZAK, Jakub; FEHLAU, Damian; PAWLOWSKI, Marcin; BISKUP, Mateusz"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H3,3,JPN,06:13.4,"OTAKE, Takahiro; YAMAGUCHI, Kenta; SHIMADA, Jun; TAKEUCHI, Tomoya"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H3,4,CZE,06:15.5,"KLIMA, Frantisek; HOLLAS, Ondrej; RYBIN, Jakub; KOLAR, Adam"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H3,5,DEN,06:17.2,"MODEST, Alexander; SORENSEN, Niklas; RUSBJERG, Esben; HOLMQUIST, Peter"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H4,1,ITA,06:14.7,"MUMOLO, Davide; CRIPPA, Andrea; EVANGELISTI, Tiziano; RAMBALDI, Luca"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H4,2,BLR,06:23.0,"HMIR, Uladzislau; BIALIAUSKI, Mikhail; KARMANOVICH, Aliaksandr; MAUSHUK, Yauheni"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H4,3,GRE,06:24.9,"MAGKLARAS, Konstantinos; KARITELIS, Dimitrios; ANGELOPOULOS, Vasileios; VAGENAS, Konstantinos"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H4,4,SRB,06:26.4,"UZANOVIC, Nemanja; JOSIC, luka; MARINKOVIC, Uros; SCEPANOVIC, Milos"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H5,1,GER,06:09.9,"SCHLUETER, Nicolas; BOSSE, Henrik; HEINRICH, Ferdinand; TEICHMANN, Georg"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H5,2,NOR,06:13.1,"HELVIG, Jan; BANG-ANDREASEN, Ole Henrik; AARRESTAD, Trygve; HOLM, Jens"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H5,3,BEL,06:16.1,"OLBREGTS, Maxime; RIGOLET, Augustin; QVICK, Malin; SERLEZ, Maxim"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H5,4,TUR,06:25.6,"KUSKU, Enes; ACAR, Burak; AKSU, Mertcan; HAYMANA, Emre"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H6,1,HUN,06:06.8,"JENEI-MACHAY, Domonkos; ROZSOS, Peter; MATHEISZ, Jozsef; FARKAS, Norbert"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H6,2,CRO,06:07.2,"SITUM, Roko; ANCIC, Ante; BARICEVIC, Luka; SAIN, Tomislav"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H6,3,USA,06:08.1,"BUCK, Alexander; COERT, Jacob; CARLSON, Ezra; WALES, Christopher"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Heat,H6,4,AUS,06:12.6,"WHITEHEAD, Daniel; LETCHER, Luke; LUM, Riley; JONES, Harry"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FA,1,ITA,05:54.3,"MUMOLO, Davide; CRIPPA, Andrea; EVANGELISTI, Tiziano; RAMBALDI, Luca"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FA,2,UKR,05:57.2,"MAZUR, Mykila; GAVRYLYUK, Vladyslav; VERTELETSKYI, Heorhii; MATVIYCHUK, Roman"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FA,3,ROU,05:58.8,"ENACHE, Mn-Florian; BOCANCEA, Nicu-Ionut; COLCEAG, Laurentiu-Mn; BUZNEAN, Florin-Aurelian"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FA,4,HUN,06:03.6,"JENEI-MACHAY, Domonkos; ROZSOS, Peter; MATHEISZ, Jozsef; FARKAS, Norbert"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FA,5,NED,06:04.7,"KLOMP, Daan; VAN GENNEP, Jort; KEIJSER, Amos; WIERSMA, Abe"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FA,6,NZL,06:08.2,"MACKENZIE-MOL, Mitchell; CRAMPTON, Russell; CRAMPTON, Cameron; MCCAFFREY, Corey"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FB,1,GER,05:55.8,"SCHLUETER, Nicolas; BOSSE, Henrik; HEINRICH, Ferdinand; TEICHMANN, Georg"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FB,2,LAT,05:56.4,"REITMANIS, Klavs; NIEDZVIEDZIS, Janis Igo; BALCUNS, Janis; PUTNINS, Martins"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FB,3,CRO,05:59.5,"SITUM, Roko; ANCIC, Ante; BARICEVIC, Luka; SAIN, Tomislav"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FB,4,RUS,06:00.2,"ANDRIANOV, Roman; FILATOV, Vitalii; KOPYCHKO, Vladislav; SHVEDOV, Vladimir"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FB,5,RSA,06:03.7,"HUSBAND, Oliver; DE VILLIERS, Robin; SOTSAKA, Katlego; MILLER, Devon"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FB,6,GBR,06:05.7,"RUDKIN, James; BARRAS, Thomas; KNIGHT, Oliver; DEVEREUX, Sebastian"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FC,1,POL,06:06.5,"DOMINICZAK, Jakub; FEHLAU, Damian; PAWLOWSKI, Marcin; BISKUP, Mateusz"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FC,2,USA,06:07.5,"BUCK, Alexander; COERT, Jacob; CARLSON, Ezra; WALES, Christopher"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FC,3,BEL,06:08.9,"SERLEZ, Maxim; RIGOLET, Augustin; QVICK, Malin; OLBREGTS, Maxime"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FC,4,AUS,06:10.0,"COYLE, Patrick; WHITEHEAD, Daniel; LETCHER, Luke; JONES, Harry"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FC,5,NOR,06:10.3,"HELVIG, Jan; BANG-ANDREASEN, Ole Henrik; AARRESTAD, Trygve; HOLM, Jens"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FC,6,CZE,06:13.1,"KLIMA, Frantisek; HOLLAS, Ondrej; RYBIN, Jakub; KOLAR, Adam"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FD,1,TUR,06:15.8,"KUSKU, Enes; ACAR, Burak; AKSU, Mertcan; HAYMANA, Emre"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FD,2,SLO,06:17.9,"VOJVODA, Gregor; SVEGELJ, Gal; PREGARC, Matej; BUTINAR, Ptah"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FD,3,BLR,06:18.3,"HMIR, Uladzislau; BIALIAUSKI, Mikhail; KARMANOVICH, Aliaksandr; MAUSHUK, Yauheni"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FD,4,DEN,06:21.2,"MODEST, Alexander; SORENSEN, Niklas; RUSBJERG, Esben; HOLMQUIST, Peter"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FD,5,JPN,06:21.7,"OTAKE, Takahiro; YAMAGUCHI, Kenta; SHIMADA, Jun; TAKEUCHI, Tomoya"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FD,6,GRE,06:22.3,"MAGKLARAS, Konstantinos; KARITELIS, Dimitrios; ANGELOPOULOS, Vasileios; VAGENAS, Konstantinos"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FE,1,SRB,06:17.8,"UZANOVIC, Nemanja; JOSIC, luka; MARINKOVIC, Uros; SCEPANOVIC, Milos"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FE,2,BUL,06:23.5,"GEORGIEV, Daniel; TODOROV, Hristo; CHOLEV, Dimitar; VALCHEV, Kostantin"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Final,FE,3,POR,06:26.2,"COSTA, Tiago; MENDES, Thomas; CABETE, Joel; MATIAS ALVES PINHEIRO, Duarte"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q1,1,GER,05:58.1,"SCHLUETER, Nicolas; BOSSE, Henrik; HEINRICH, Ferdinand; TEICHMANN, Georg"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q1,2,NZL,06:00.3,"MACKENZIE-MOL, Mitchell; CRAMPTON, Russell; CRAMPTON, Cameron; MCCAFFREY, Corey"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q1,3,RSA,06:00.6,"HUSBAND, Oliver; DE VILLIERS, Robin; SOTSAKA, Katlego; MILLER, Devon"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q1,4,USA,06:01.8,"BUCK, Alexander; COERT, Jacob; CARLSON, Ezra; WALES, Christopher"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q1,5,POL,06:06.5,"DOMINICZAK, Jakub; FEHLAU, Damian; PAWLOWSKI, Marcin; BISKUP, Mateusz"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q1,6,TUR,06:10.0,"KUSKU, Enes; ACAR, Burak; AKSU, Mertcan; HAYMANA, Emre"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q2,1,RUS,05:54.4,"ANDRIANOV, Roman; FILATOV, Vitalii; KOPYCHKO, Vladislav; SHVEDOV, Vladimir"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q2,2,HUN,05:56.8,"JENEI-MACHAY, Domonkos; ROZSOS, Peter; MATHEISZ, Jozsef; FARKAS, Norbert"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q2,3,GBR,05:57.0,"RUDKIN, James; BARRAS, Thomas; KNIGHT, Oliver; DEVEREUX, Sebastian"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q2,4,BEL,06:03.8,"SERLEZ, Maxim; RIGOLET, Augustin; QVICK, Malin; OLBREGTS, Maxime"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q2,5,CZE,06:04.8,"KLIMA, Frantisek; HOLLAS, Ondrej; RYBIN, Jakub; KOLAR, Adam"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q2,6,BLR,06:23.1,"HMIR, Uladzislau; BIALIAUSKI, Mikhail; KARMANOVICH, Aliaksandr; MAUSHUK, Yauheni"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q3,1,ITA,05:53.0,"MUMOLO, Davide; CRIPPA, Andrea; EVANGELISTI, Tiziano; RAMBALDI, Luca"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q3,2,NED,05:55.1,"KLOMP, Daan; VAN GENNEP, Jort; KEIJSER, Amos; WIERSMA, Abe"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q3,3,ROU,05:55.7,"ENACHE, Mn-Florian; BOCANCEA, Nicu-Ionut; COLCEAG, Laurentiu-Mn; BUZNEAN, Florin-Aurelian"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q3,4,NOR,05:59.0,"HELVIG, Jan; BANG-ANDREASEN, Ole Henrik; AARRESTAD, Trygve; HOLM, Jens"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q3,5,AUS,05:59.3,"WHITEHEAD, Daniel; LETCHER, Luke; LUM, Riley; JONES, Harry"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q3,6,JPN,06:20.1,"OTAKE, Takahiro; YAMAGUCHI, Kenta; SHIMADA, Jun; TAKEUCHI, Tomoya"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q4,1,CRO,05:57.1,"SITUM, Roko; ANCIC, Ante; BARICEVIC, Luka; SAIN, Tomislav"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q4,2,UKR,05:58.8,"MAZUR, Mykila; GAVRYLYUK, Vladyslav; VERTELETSKYI, Heorhii; MATVIYCHUK, Roman"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q4,3,LAT,06:03.5,"REITMANIS, Klavs; NIEDZVIEDZIS, Janis Igo; BALCUNS, Janis; PUTNINS, Martins"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q4,4,GRE,06:07.6,"MAGKLARAS, Konstantinos; KARITELIS, Dimitrios; ANGELOPOULOS, Vasileios; VAGENAS, Konstantinos"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q4,5,DEN,06:08.3,"MODEST, Alexander; SORENSEN, Niklas; RUSBJERG, Esben; HOLMQUIST, Peter"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Quarterfinal,Q4,6,SLO,06:43.9,"SVEGELJ, Gal; BUTINAR, Ptah; PREGARC, Matej; PUGELJ, Vid"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Semifinal,SA/B 1,1,ITA,05:56.9,"MUMOLO, Davide; CRIPPA, Andrea; EVANGELISTI, Tiziano; RAMBALDI, Luca"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Semifinal,SA/B 1,2,UKR,05:58.8,"MAZUR, Mykila; GAVRYLYUK, Vladyslav; VERTELETSKYI, Heorhii; MATVIYCHUK, Roman"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Semifinal,SA/B 1,3,HUN,06:00.3,"JENEI-MACHAY, Domonkos; ROZSOS, Peter; MATHEISZ, Jozsef; FARKAS, Norbert"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Semifinal,SA/B 1,4,GER,06:01.0,"SCHLUETER, Nicolas; BOSSE, Henrik; HEINRICH, Ferdinand; TEICHMANN, Georg"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Semifinal,SA/B 1,5,RSA,06:03.6,"HUSBAND, Oliver; DE VILLIERS, Robin; SOTSAKA, Katlego; MILLER, Devon"
2012 World Rowing Championships,JM4x,Junior Men's Quadruple Sculls - Semifinal,SA/B 1,6,LAT,06:06.6,"REITMANIS, Klavs; NIEDZVIEDZIS, Janis Igo; BALCUNS, Janis; PUTNINS, Martins"
